atp_cost	c_content	length	n_content	prot_ID	s_content
22.906	4.763	7666	1.324	seq_15893_100	0.073
20.37	4.44	7716	1.2	seq_15893_96	0.008
22.491	4.855	7712	1.385	seq_15893_97	0.02
21.405	4.625	7691	1.246	seq_15893_98	0.017
22.231	4.751	7667	1.267	seq_15893_99	0.014
21.935	4.645	7598	1.283	seq_15893_103	0.046
20.627	4.604	7629	1.176	seq_15893_101	0.007
23.463	5.02	7627	1.362	seq_15893_102	0.022
23.026	4.837	7597	1.373	seq_15893_104	0.052
17.711	4.013	7554	1.124	seq_15893_105	0.006
20.824	4.615	7538	1.256	seq_15893_106	0.007
21.684	4.556	7531	1.285	seq_15893_107	0.015
21.793	4.73	7453	1.231	seq_15893_109	0.01
22.395	4.795	7498	1.424	seq_15893_108	0.024
21.969	4.716	7398	1.239	seq_15893_112	0.007
17.886	3.88	7446	1.182	seq_15893_110	0.008
19.886	4.403	7434	1.239	seq_15893_111	0.008
19.702	4.378	7317	1.153	seq_15893_116	0.006
22.801	4.859	7355	1.312	seq_15893_113	0.015
22.624	4.824	7350	1.27	seq_15893_114	0.012
21.143	4.632	7333	1.219	seq_15893_115	0.01
21.153	4.635	7315	1.182	seq_15893_117	0.02
22.089	4.723	7312	1.252	seq_15893_118	0.01
22.066	4.716	7312	1.252	seq_15893_119	0.01
22.566	4.814	7283	1.275	seq_15893_120	0.015
22.56	4.821	7282	1.274	seq_15893_121	0.015
23.178	4.81	7280	1.287	seq_15893_122	0.074
19.987	4.433	7233	1.147	seq_15893_126	0.007
19.075	4.239	7238	1.156	seq_15893_124	0.007
21.248	4.574	7279	1.327	seq_15893_123	0.019
20.812	4.548	7237	1.226	seq_15893_125	0.007
20.8	4.51	7228	1.211	seq_15893_127	0.014
20.997	4.636	7223	1.246	seq_15893_128	0.01
21.29	4.633	7205	1.206	seq_15893_131	0.02
21.995	4.718	7208	1.24	seq_15893_130	0.007
21.157	4.589	7210	1.318	seq_15893_129	0.017
23.743	4.94	7191	1.318	seq_15893_132	0.019
22.064	4.746	7183	1.254	seq_15893_133	0.008
19.631	4.468	7172	1.138	seq_15893_134	0.007
22.005	4.709	7124	1.234	seq_15893_137	0.009
21.706	4.689	7167	1.153	seq_15893_135	0.022
19.922	4.389	7149	1.126	seq_15893_136	0.011
19.703	4.485	7097	1.14	seq_15893_138	0.006
22.306	4.756	7094	1.274	seq_15893_139	0.016
22.551	4.805	7073	1.262	seq_15893_143	0.014
18.407	3.962	7079	1.174	seq_15893_140	0.007
22.521	4.814	7078	1.275	seq_15893_141	0.015
22.599	4.822	7077	1.268	seq_15893_142	0.014
18.979	4.238	7072	1.123	seq_15893_144	0.017
21.902	4.704	7071	1.202	seq_15893_145	0.021
22.43	4.795	7028	1.268	seq_15893_148	0.013
22.027	4.722	7041	1.25	seq_15893_146	0.009
21.809	4.732	7034	1.258	seq_15893_147	0.012
22.099	4.782	7022	1.244	seq_15893_149	0.012
22.427	4.79	7019	1.264	seq_15893_150	0.013
19.831	4.335	7018	1.194	seq_15893_151	0.01
23.741	5.046	6991	1.314	seq_15893_154	0.018
22.725	4.788	6993	1.322	seq_15893_153	0.053
22.014	4.737	6998	1.243	seq_15893_152	0.007
21.395	4.594	6983	1.186	seq_15893_155	0.026
22.493	4.784	6975	1.276	seq_15893_156	0.017
21.765	4.732	6966	1.286	seq_15893_157	0.008
22.156	4.768	6932	1.259	seq_15893_158	0.009
22.411	4.776	6929	1.27	seq_15893_160	0.013
22.687	4.844	6931	1.28	seq_15893_159	0.012
22.201	4.759	6921	1.254	seq_15893_161	0.01
22.432	4.787	6920	1.271	seq_15893_162	0.012
22.222	4.736	6846	1.261	seq_15893_167	0.013
22.404	4.785	6918	1.275	seq_15893_163	0.014
21.851	4.58	6893	1.291	seq_15893_164	0.014
23.056	4.861	6881	1.344	seq_15893_165	0.059
22.711	4.852	6862	1.283	seq_15893_166	0.013
22.678	4.861	6845	1.281	seq_15893_168	0.011
24.737	5.177	6835	1.323	seq_15893_169	0.025
20.715	4.524	6822	1.152	seq_15893_170	0.02
22.132	4.724	6817	1.257	seq_15893_171	0.013
23.589	4.868	6785	1.311	seq_15893_172	0.02
22.903	4.885	6782	1.314	seq_15893_173	0.014
22.712	4.811	6781	1.289	seq_15893_174	0.011
19.862	4.373	6779	1.146	seq_15893_175	0.002
20.941	4.493	6765	1.185	seq_15893_176	0.02
22.278	4.772	6749	1.255	seq_15893_177	0.011
20.947	4.601	6745	1.25	seq_15893_179	0.011
18.243	3.948	6746	1.159	seq_15893_178	0.008
19.643	4.385	6709	1.192	seq_15893_180	0.003
22.016	4.754	6707	1.365	seq_15893_181	0.014
19.917	4.381	6683	1.148	seq_15893_182	0.003
23.093	4.831	6661	1.339	seq_15893_183	0.061
22.426	4.801	6603	1.266	seq_15893_186	0.012
22.305	4.738	6610	1.254	seq_15893_184	0.016
22.012	4.732	6606	1.248	seq_15893_185	0.008
22.052	4.73	6603	1.246	seq_15893_187	0.007
23.859	5.012	6578	1.313	seq_15893_192	0.02
22.033	4.752	6601	1.24	seq_15893_188	0.008
22.242	4.767	6600	1.253	seq_15893_189	0.011
22.241	4.77	6600	1.256	seq_15893_190	0.01
22.499	4.827	6583	1.22	seq_15893_191	0.013
20.652	4.539	6572	1.202	seq_15893_193	0.005
22.39	4.714	6538	1.286	seq_15893_195	0.024
23.832	4.952	6563	1.33	seq_15893_194	0.022
24.02	5.16	6501	1.281	seq_15893_196	0.011
22.087	4.747	6483	1.246	seq_15893_197	0.006
22.118	4.788	6484	1.262	seq_15893_198	0.025
22.057	4.744	6483	1.246	seq_15893_199	0.006
22.02	4.71	6483	1.3	seq_15893_200	0.029
23.752	4.979	6436	1.338	seq_15893_201	0.044
22.065	4.757	6429	1.242	seq_15893_203	0.005
22.943	4.901	6432	1.242	seq_15893_202	0.011
23.554	4.851	6415	1.329	seq_15893_204	0.078
24.371	5.105	6406	1.317	seq_15893_205	0.01
23.293	4.978	6404	1.347	seq_15893_206	0.032
21.78	4.749	6403	1.369	seq_15893_207	0.024
22.306	4.806	6395	1.251	seq_15893_208	0.005
21.879	4.806	6379	1.258	seq_15893_212	0.004
22.18	4.746	6392	1.243	seq_15893_209	0.007
22.231	4.77	6387	1.238	seq_15893_210	0.008
22.105	4.657	6385	1.284	seq_15893_211	0.015
22.408	4.853	6366	1.364	seq_15893_217	0.025
22.195	4.762	6378	1.246	seq_15893_213	0.009
22.036	4.737	6376	1.241	seq_15893_214	0.007
22.822	4.802	6373	1.34	seq_15893_215	0.022
18.474	4.219	6369	1.101	seq_15893_216	0.002
22.401	4.722	6355	1.288	seq_15893_218	0.024
22.189	4.769	6311	1.253	seq_15893_220	0.008
21.762	4.658	6347	1.248	seq_15893_219	0.011
22.951	4.871	6300	1.301	seq_15893_221	0.015
21.493	4.762	6300	1.283	seq_15893_222	0.0
21.368	4.569	6283	1.3	seq_15893_224	0.019
21.854	4.681	6288	1.328	seq_15893_223	0.026
20.262	4.515	6275	1.172	seq_15893_225	0.018
22.529	4.761	6272	1.327	seq_15893_226	0.052
22.339	4.853	6242	1.391	seq_15893_229	0.019
22.418	4.812	6269	1.28	seq_15893_227	0.012
22.503	4.819	6248	1.279	seq_15893_228	0.013
22.656	4.728	6216	1.247	seq_15893_235	0.012
22.328	4.707	6240	1.285	seq_15893_230	0.025
22.625	4.835	6236	1.291	seq_15893_231	0.011
22.666	4.841	6236	1.292	seq_15893_232	0.012
20.355	4.57	6228	1.198	seq_15893_233	0.007
21.522	4.549	6219	1.265	seq_15893_234	0.011
22.203	4.777	6213	1.258	seq_15893_236	0.01
20.055	4.515	6211	1.146	seq_15893_237	0.003
22.283	4.784	6198	1.253	seq_15893_238	0.011
23.731	4.906	6189	1.314	seq_15893_239	0.027
22.143	4.752	6180	1.237	seq_15893_240	0.007
22.154	4.747	6171	1.246	seq_15893_241	0.006
22.264	4.783	6167	1.246	seq_15893_242	0.006
20.824	4.621	6157	1.268	seq_15893_243	0.007
22.307	4.634	6135	1.281	seq_15893_246	0.076
23.51	4.89	6139	1.294	seq_15893_245	0.009
22.623	4.737	6151	1.298	seq_15893_244	0.022
19.726	4.335	6101	1.247	seq_15893_252	0.011
22.041	4.738	6115	1.232	seq_15893_247	0.008
22.318	4.745	6116	1.175	seq_15893_248	0.068
21.192	4.652	6110	1.186	seq_15893_249	0.006
22.207	4.816	6104	1.399	seq_15893_250	0.023
19.007	4.322	6102	1.12	seq_15893_251	0.003
20.979	4.498	6093	1.233	seq_15893_253	0.014
24.469	5.077	6090	1.341	seq_15893_254	0.052
22.732	4.957	6085	1.357	seq_15893_255	0.013
22.513	4.812	6080	1.27	seq_15893_256	0.013
19.71	4.335	6077	1.168	seq_15893_257	0.005
22.314	4.789	6076	1.252	seq_15893_258	0.009
21.735	4.74	6076	1.273	seq_15893_259	0.01
22.547	4.747	6074	1.339	seq_15893_260	0.024
20.881	4.55	6058	1.208	seq_15893_263	0.009
22.452	4.725	6068	1.293	seq_15893_261	0.026
22.023	4.827	6063	1.362	seq_15893_262	0.027
20.561	4.562	6007	1.261	seq_15893_269	0.005
23.749	4.997	6050	1.317	seq_15893_264	0.018
17.504	3.947	6021	1.124	seq_15893_265	0.001
22.68	4.758	6017	1.333	seq_15893_266	0.025
23.088	4.799	6018	1.288	seq_15893_267	0.074
20.884	4.569	6011	1.226	seq_15893_268	0.009
21.865	4.676	6004	1.231	seq_15893_270	0.01
19.893	4.267	6000	1.142	seq_15893_271	0.038
21.438	4.625	5985	1.18	seq_15893_272	0.026
20.586	4.591	5974	1.172	seq_15893_273	0.006
23.442	5.001	5966	1.35	seq_15893_274	0.027
25.812	5.339	5959	1.35	seq_15893_275	0.02
22.247	4.741	5956	1.266	seq_15893_276	0.015
19.441	4.314	5954	1.242	seq_15893_277	0.009
21.548	4.68	5931	1.182	seq_15893_280	0.021
21.62	4.703	5941	1.386	seq_15893_279	0.024
22.464	4.725	5944	1.29	seq_15893_278	0.022
22.52	4.727	5930	1.334	seq_15893_281	0.027
20.331	4.431	5928	1.235	seq_15893_282	0.009
22.625	4.844	5910	1.392	seq_15893_286	0.035
23.809	4.943	5924	1.347	seq_15893_283	0.066
21.894	4.766	5923	1.21	seq_15893_284	0.009
21.925	4.651	5921	1.258	seq_15893_285	0.034
22.099	4.686	5909	1.251	seq_15893_287	0.017
22.124	4.755	5907	1.239	seq_15893_288	0.007
22.713	4.867	5877	1.393	seq_15893_291	0.036
22.319	4.752	5887	1.255	seq_15893_289	0.014
20.751	4.534	5878	1.236	seq_15893_290	0.007
21.762	4.733	5864	1.359	seq_15893_292	0.038
23.264	4.975	5845	1.391	seq_15893_293	0.03
20.632	4.499	5844	1.206	seq_15893_294	0.009
22.714	4.828	5844	1.268	seq_15893_295	0.016
18.923	4.083	5840	1.14	seq_15893_296	0.008
19.841	4.41	5830	1.283	seq_15893_297	0.011
22.107	4.76	5828	1.326	seq_15893_298	0.018
22.283	4.685	5821	1.32	seq_15893_299	0.024
25.295	5.315	5817	1.374	seq_15893_300	0.021
21.19	4.592	5809	1.227	seq_15893_301	0.006
23.72	5.055	5791	1.376	seq_15893_305	0.032
22.099	4.838	5808	1.384	seq_15893_302	0.016
24.783	5.132	5805	1.324	seq_15893_303	0.013
22.595	4.832	5805	1.269	seq_15893_304	0.011
22.314	4.711	5770	1.292	seq_15893_310	0.014
19.896	4.453	5787	1.13	seq_15893_306	0.002
22.197	4.704	5785	1.256	seq_15893_307	0.019
22.094	4.727	5782	1.212	seq_15893_308	0.027
21.385	4.605	5781	1.375	seq_15893_309	0.011
22.554	4.8	5764	1.276	seq_15893_311	0.015
21.62	4.749	5759	1.259	seq_15893_312	0.009
19.559	4.392	5751	1.152	seq_15893_313	0.008
23.728	4.934	5750	1.338	seq_15893_314	0.066
22.771	4.865	5750	1.292	seq_15893_315	0.015
22.465	4.799	5744	1.347	seq_15893_316	0.026
18.47	4.213	5742	1.1	seq_15893_317	0.002
22.619	4.758	5741	1.269	seq_15893_318	0.017
23.213	4.967	5729	1.356	seq_15893_319	0.031
22.537	4.889	5704	1.4	seq_15893_322	0.019
21.874	4.687	5729	1.328	seq_15893_320	0.03
23.859	5.089	5711	1.377	seq_15893_321	0.022
22.837	4.931	5699	1.382	seq_15893_323	0.023
19.903	4.478	5696	1.193	seq_15893_324	0.006
23.358	4.971	5676	1.363	seq_15893_328	0.036
22.226	4.753	5694	1.386	seq_15893_325	0.033
18.5	4.219	5692	1.1	seq_15893_326	0.002
22.373	4.707	5679	1.33	seq_15893_327	0.024
22.152	4.755	5675	1.254	seq_15893_329	0.008
21.384	4.612	5671	1.174	seq_15893_330	0.018
24.137	4.981	5643	1.355	seq_15893_333	0.025
21.487	4.62	5669	1.155	seq_15893_331	0.028
23.976	5.105	5661	1.35	seq_15893_332	0.027
22.922	4.868	5643	1.276	seq_15893_334	0.016
24.066	5.035	5638	1.343	seq_15893_335	0.06
22.783	4.855	5636	1.289	seq_15893_336	0.016
22.608	4.764	5635	1.338	seq_15893_337	0.022
19.787	4.354	5627	1.165	seq_15893_339	0.009
21.42	4.662	5632	1.174	seq_15893_338	0.019
21.964	4.584	5625	1.211	seq_15893_340	0.024
25.401	5.339	5601	1.361	seq_15893_341	0.019
22.141	4.742	5586	1.243	seq_15893_346	0.009
20.528	4.522	5597	1.217	seq_15893_342	0.012
21.834	4.704	5594	1.204	seq_15893_343	0.022
21.427	4.53	5587	1.282	seq_15893_344	0.016
24.577	5.152	5586	1.349	seq_15893_345	0.027
20.268	4.492	5580	1.214	seq_15893_347	0.008
21.1	4.608	5570	1.226	seq_15893_350	0.007
22.889	4.806	5576	1.35	seq_15893_348	0.023
17.937	3.849	5573	1.162	seq_15893_349	0.007
22.528	4.748	5569	1.328	seq_15893_351	0.022
21.931	4.69	5569	1.233	seq_15893_352	0.014
22.884	4.917	5568	1.371	seq_15893_353	0.023
22.381	4.739	5567	1.27	seq_15893_354	0.01
21.776	4.732	5564	1.326	seq_15893_355	0.019
19.915	4.409	5561	1.199	seq_15893_356	0.002
23.032	4.937	5556	1.357	seq_15893_357	0.028
22.55	4.695	5550	1.349	seq_15893_358	0.042
17.286	3.94	5550	1.104	seq_15893_359	0.004
22.466	4.778	5549	1.272	seq_15893_360	0.016
22.295	4.679	5521	1.333	seq_15893_364	0.025
22.257	4.742	5544	1.263	seq_15893_361	0.017
21.12	4.614	5531	1.22	seq_15893_362	0.006
21.239	4.63	5526	1.196	seq_15893_363	0.02
20.255	4.442	5502	1.177	seq_15893_369	0.007
20.64	4.536	5520	1.239	seq_15893_365	0.01
22.045	4.673	5516	1.268	seq_15893_366	0.018
23.071	4.912	5511	1.393	seq_15893_367	0.038
20.281	4.443	5502	1.178	seq_15893_368	0.008
23.167	4.957	5494	1.347	seq_15893_370	0.03
23.741	5.062	5493	1.319	seq_15893_371	0.017
23.261	4.979	5489	1.388	seq_15893_372	0.027
22.678	4.772	5489	1.242	seq_15893_373	0.029
22.479	4.728	5486	1.332	seq_15893_374	0.025
22.713	4.788	5485	1.337	seq_15893_375	0.02
21.366	4.688	5479	1.247	seq_15893_376	0.02
20.618	4.475	5477	1.183	seq_15893_377	0.006
22.269	4.751	5450	1.266	seq_15893_381	0.017
22.453	4.819	5467	1.411	seq_15893_378	0.021
22.608	4.772	5456	1.262	seq_15893_379	0.013
22.129	4.71	5453	1.276	seq_15893_380	0.021
22.727	4.838	5445	1.279	seq_15893_382	0.013
23.047	4.986	5444	1.338	seq_15893_383	0.023
21.683	4.665	5412	1.239	seq_15893_386	0.022
20.227	4.414	5442	1.135	seq_15893_384	0.003
22.792	4.846	5428	1.337	seq_15893_385	0.02
22.514	4.8	5404	1.265	seq_15893_387	0.013
20.853	4.55	5399	1.163	seq_15893_388	0.01
21.716	4.698	5397	1.333	seq_15893_389	0.022
22.192	4.643	5364	1.206	seq_15893_392	0.068
23.045	4.74	5373	1.253	seq_15893_390	0.082
19.681	4.479	5372	1.144	seq_15893_391	0.006
21.396	4.615	5361	1.187	seq_15893_393	0.013
22.143	4.752	5359	1.244	seq_15893_394	0.007
22.078	4.726	5356	1.252	seq_15893_396	0.007
22.064	4.738	5360	1.245	seq_15893_395	0.009
22.336	4.786	5343	1.25	seq_15893_398	0.007
21.92	4.664	5347	1.163	seq_15893_397	0.074
22.773	4.714	5335	1.256	seq_15893_399	0.026
22.472	4.78	5318	1.271	seq_15893_400	0.019
23.304	5.028	5316	1.346	seq_15893_401	0.023
22.242	4.72	5297	1.334	seq_15893_405	0.059
24.215	4.996	5315	1.309	seq_15893_402	0.03
19.516	4.39	5310	1.252	seq_15893_403	0.008
19.538	4.329	5307	1.138	seq_15893_404	0.009
20.451	4.45	5296	1.178	seq_15893_406	0.008
22.259	4.74	5290	1.252	seq_15893_410	0.008
22.649	4.786	5291	1.35	seq_15893_407	0.04
22.204	4.58	5291	1.241	seq_15893_408	0.026
23.635	5.048	5290	1.303	seq_15893_409	0.006
22.189	4.837	5283	1.373	seq_15893_411	0.03
21.739	4.672	5267	1.185	seq_15893_412	0.02
23.553	5.013	5265	1.311	seq_15893_413	0.009
21.547	4.576	5263	1.263	seq_15893_414	0.013
23.614	5.023	5261	1.314	seq_15893_415	0.01
21.056	4.625	5261	1.228	seq_15893_416	0.006
23.636	5.019	5260	1.297	seq_15893_417	0.008
22.968	4.985	5260	1.25	seq_15893_418	0.016
21.988	4.797	5258	1.374	seq_15893_419	0.014
22.077	4.76	5257	1.252	seq_15893_420	0.012
23.663	5.049	5247	1.309	seq_15893_423	0.006
20.835	4.527	5255	1.315	seq_15893_421	0.018
23.451	5.002	5249	1.296	seq_15893_422	0.006
22.005	4.756	5243	1.303	seq_15893_424	0.012
21.385	4.642	5242	1.225	seq_15893_425	0.009
19.04	4.209	5225	1.121	seq_15893_429	0.001
22.991	4.834	5241	1.331	seq_15893_426	0.019
22.642	4.809	5236	1.272	seq_15893_427	0.011
22.415	4.831	5236	1.373	seq_15893_428	0.012
22.547	4.649	5224	1.259	seq_15893_430	0.035
21.664	4.677	5212	1.247	seq_15893_431	0.011
20.785	4.532	5203	1.238	seq_15893_434	0.007
22.165	4.762	5209	1.257	seq_15893_432	0.007
22.055	4.688	5204	1.212	seq_15893_433	0.037
23.504	5.061	5202	1.364	seq_15893_435	0.023
19.957	4.426	5201	1.312	seq_15893_436	0.012
23.215	5.0	5198	1.346	seq_15893_437	0.029
22.714	4.864	5198	1.283	seq_15893_438	0.013
24.72	5.159	5192	1.346	seq_15893_440	0.028
22.443	4.779	5195	1.254	seq_15893_439	0.011
23.636	5.024	5186	1.296	seq_15893_441	0.008
23.159	5.009	5186	1.333	seq_15893_442	0.024
20.783	4.598	5185	1.36	seq_15893_443	0.011
22.443	4.769	5178	1.272	seq_15893_447	0.011
23.626	5.01	5184	1.288	seq_15893_444	0.011
22.491	4.808	5184	1.263	seq_15893_445	0.01
22.464	4.769	5181	1.301	seq_15893_446	0.012
22.577	4.81	5177	1.268	seq_15893_448	0.011
23.673	5.039	5173	1.31	seq_15893_449	0.01
23.506	5.016	5170	1.291	seq_15893_452	0.007
23.677	4.918	5171	1.25	seq_15893_450	0.051
19.721	4.382	5171	1.154	seq_15893_451	0.005
23.756	5.067	5168	1.311	seq_15893_453	0.007
22.373	4.79	5167	1.261	seq_15893_454	0.009
20.818	4.534	5166	1.232	seq_15893_455	0.007
22.505	4.729	5163	1.294	seq_15893_456	0.025
23.719	5.036	5163	1.308	seq_15893_458	0.009
23.642	4.865	5164	1.308	seq_15893_457	0.021
21.682	4.722	5163	1.359	seq_15893_459	0.018
23.482	5.016	5158	1.298	seq_15893_460	0.007
21.018	4.573	5157	1.331	seq_15893_461	0.019
21.433	4.62	5156	1.298	seq_15893_462	0.043
23.613	5.038	5149	1.312	seq_15893_465	0.008
23.468	4.917	5155	1.265	seq_15893_463	0.049
23.864	5.097	5153	1.376	seq_15893_464	0.026
23.07	5.008	5145	1.328	seq_15893_466	0.024
21.281	4.531	5145	1.245	seq_15893_467	0.04
22.637	4.806	5137	1.261	seq_15893_471	0.013
21.758	4.731	5142	1.364	seq_15893_468	0.033
20.945	4.527	5141	1.184	seq_15893_469	0.018
22.27	4.86	5139	1.385	seq_15893_470	0.031
22.457	4.87	5134	1.362	seq_15893_472	0.028
22.373	4.786	5134	1.263	seq_15893_473	0.009
22.434	4.692	5123	1.321	seq_15893_476	0.026
22.987	4.813	5123	1.355	seq_15893_474	0.025
20.235	4.544	5123	1.166	seq_15893_475	0.004
22.941	4.839	5122	1.319	seq_15893_477	0.016
23.381	4.945	5121	1.305	seq_15893_478	0.023
23.516	4.823	5119	1.253	seq_15893_479	0.076
23.084	4.995	5118	1.329	seq_15893_480	0.021
23.594	5.041	5117	1.307	seq_15893_481	0.005
21.499	4.723	5115	1.389	seq_15893_482	0.029
23.713	4.972	5113	1.383	seq_15893_483	0.046
23.329	4.968	5112	1.407	seq_15893_484	0.037
22.487	4.925	5107	1.363	seq_15893_485	0.019
23.976	4.999	5102	1.279	seq_15893_486	0.03
22.531	4.904	5087	1.357	seq_15893_490	0.023
20.66	4.574	5098	1.179	seq_15893_487	0.008
22.751	4.789	5096	1.296	seq_15893_488	0.014
22.524	4.777	5093	1.276	seq_15893_489	0.009
22.445	4.771	5086	1.258	seq_15893_491	0.012
21.853	4.656	5075	1.29	seq_15893_495	0.017
23.951	4.91	5084	1.312	seq_15893_492	0.019
19.022	4.269	5082	1.111	seq_15893_493	0.006
22.405	4.713	5077	1.379	seq_15893_494	0.045
22.845	4.789	5072	1.303	seq_15893_496	0.042
22.188	4.815	5071	1.409	seq_15893_497	0.017
22.64	4.805	5068	1.263	seq_15893_498	0.014
23.935	5.018	5065	1.38	seq_15893_500	0.049
22.014	4.715	5068	1.248	seq_15893_499	0.009
21.834	4.617	5066	1.211	seq_15893_501	0.035
20.6	4.634	5065	1.273	seq_15893_502	0.002
22.303	4.85	5064	1.399	seq_15893_503	0.025
21.759	4.819	5061	1.389	seq_15893_504	0.025
20.169	4.472	5059	1.131	seq_15893_505	0.004
22.444	4.715	5059	1.334	seq_15893_507	0.025
22.553	4.804	5058	1.262	seq_15893_506	0.01
20.324	4.363	5057	1.163	seq_15893_508	0.035
22.384	4.872	5053	1.36	seq_15893_509	0.027
23.607	5.022	5051	1.294	seq_15893_510	0.006
23.657	5.017	5049	1.314	seq_15893_514	0.008
23.726	5.033	5051	1.314	seq_15893_511	0.009
23.632	5.007	5050	1.309	seq_15893_512	0.008
21.876	4.704	5050	1.202	seq_15893_513	0.024
22.658	4.75	5046	1.332	seq_15893_515	0.023
