pPseAAC_1	pPseAAC_10	pPseAAC_11	pPseAAC_12	pPseAAC_13	pPseAAC_14	pPseAAC_15	pPseAAC_16	pPseAAC_17	pPseAAC_18	pPseAAC_19	pPseAAC_2	pPseAAC_20	pPseAAC_3	pPseAAC_4	pPseAAC_5	pPseAAC_6	pPseAAC_7	pPseAAC_8	pPseAAC_9	prot_ID
0.0503	0.0476	0.0509	0.0514	0.0504	0.0499	0.0485	0.0475	0.0496	0.0497	0.0493	0.0559	0.0492	0.0537	0.0505	0.0484	0.0482	0.0504	0.0499	0.0486	seq_45132_22
0.0507	0.0498	0.0493	0.049	0.0501	0.0489	0.0502	0.0495	0.0507	0.0499	0.05	0.05	0.0497	0.0515	0.0512	0.0495	0.0523	0.0479	0.0501	0.0498	seq_45132_23
0.0509	0.0495	0.0497	0.0497	0.0494	0.0486	0.0494	0.0496	0.0498	0.0503	0.0498	0.0499	0.0499	0.0511	0.0517	0.0503	0.0505	0.0502	0.0494	0.05	seq_45132_24
0.0517	0.0498	0.0501	0.05	0.05	0.05	0.0502	0.0495	0.0495	0.0501	0.0501	0.0489	0.0502	0.0517	0.0503	0.0504	0.0494	0.0503	0.0487	0.0493	seq_45132_25
0.0506	0.0485	0.0515	0.0497	0.0528	0.0535	0.0502	0.051	0.0493	0.042	0.0487	0.052	0.0512	0.0493	0.0545	0.0541	0.0492	0.0528	0.0483	0.041	seq_45132_26
0.0517	0.0494	0.0497	0.0503	0.0488	0.0491	0.0484	0.05	0.0498	0.0504	0.0504	0.0504	0.0501	0.0511	0.0506	0.0504	0.0504	0.0492	0.0497	0.05	seq_45132_27
0.0531	0.0488	0.0536	0.0515	0.0519	0.05	0.0474	0.0487	0.0467	0.0475	0.0502	0.0465	0.0494	0.0509	0.0527	0.0498	0.0532	0.0493	0.049	0.0497	seq_45132_28
0.0542	0.049	0.0503	0.0496	0.0513	0.0481	0.0494	0.0464	0.0512	0.0473	0.0487	0.0472	0.0495	0.0533	0.0481	0.0533	0.0521	0.0508	0.0507	0.0493	seq_45132_29
0.0518	0.0496	0.0501	0.0495	0.0495	0.0495	0.0495	0.0491	0.0499	0.0495	0.0491	0.0495	0.0494	0.0517	0.0512	0.0503	0.0507	0.0499	0.0501	0.0503	seq_45132_30
0.0513	0.0502	0.0516	0.05	0.05	0.0503	0.0497	0.0471	0.0493	0.0487	0.0489	0.0485	0.0497	0.0518	0.0505	0.0523	0.0504	0.0501	0.0492	0.0504	seq_45132_31
0.0517	0.0514	0.0486	0.05	0.0481	0.0479	0.0486	0.0493	0.0507	0.0501	0.0512	0.0475	0.0497	0.0508	0.0493	0.0497	0.0517	0.0514	0.0515	0.0505	seq_45132_32
0.0516	0.0493	0.0502	0.0498	0.0504	0.0495	0.0498	0.0489	0.0506	0.0499	0.0496	0.0511	0.0504	0.05	0.0498	0.0499	0.0508	0.0489	0.0492	0.0505	seq_45132_33
0.0518	0.0502	0.0495	0.0496	0.0501	0.0499	0.0492	0.0492	0.0504	0.0496	0.0501	0.0494	0.049	0.0511	0.0511	0.0507	0.0499	0.0504	0.0496	0.0492	seq_45132_35
0.0515	0.0497	0.0498	0.0495	0.0507	0.0501	0.0503	0.0493	0.0496	0.0469	0.0512	0.05	0.0488	0.051	0.0516	0.0515	0.0498	0.0515	0.0496	0.0474	seq_45132_34
0.0518	0.0493	0.0502	0.0494	0.0509	0.0481	0.0509	0.0499	0.0499	0.0497	0.0496	0.0509	0.0504	0.0493	0.0495	0.051	0.0508	0.0484	0.0507	0.0493	seq_45132_36
0.0515	0.0504	0.0493	0.0499	0.0492	0.049	0.0494	0.0497	0.0489	0.0501	0.0509	0.0505	0.0501	0.0503	0.0515	0.0506	0.0497	0.0496	0.0496	0.0497	seq_45132_37
0.0533	0.051	0.0494	0.0502	0.0488	0.0506	0.0493	0.0487	0.0506	0.049	0.0493	0.049	0.0502	0.0502	0.0519	0.0489	0.0506	0.0504	0.0485	0.05	seq_45132_38
0.0515	0.0489	0.0508	0.0492	0.0506	0.0502	0.0501	0.0493	0.0501	0.0495	0.0501	0.0489	0.0496	0.0509	0.0502	0.0511	0.0495	0.0505	0.0489	0.0502	seq_45132_39
0.0515	0.0495	0.0496	0.0503	0.0492	0.0491	0.0494	0.0495	0.0501	0.0497	0.0503	0.0503	0.0505	0.0507	0.051	0.0505	0.0504	0.049	0.0495	0.0498	seq_45132_40
0.0496	0.0496	0.0488	0.052	0.0507	0.0503	0.0487	0.0503	0.0509	0.05	0.0498	0.0473	0.0513	0.05	0.0504	0.0504	0.0497	0.0513	0.0493	0.0497	seq_45132_42
0.0517	0.0495	0.0498	0.0503	0.0499	0.0501	0.0499	0.0503	0.0498	0.0495	0.0505	0.0529	0.0499	0.0477	0.0491	0.0505	0.0509	0.048	0.049	0.0509	seq_45132_41
0.0525	0.0497	0.0502	0.0505	0.0489	0.0492	0.0491	0.0496	0.0498	0.0494	0.0501	0.05	0.0501	0.0511	0.0501	0.0507	0.0498	0.0494	0.0499	0.0498	seq_45132_43
0.0525	0.0496	0.0495	0.0489	0.0502	0.0502	0.0505	0.05	0.0509	0.0494	0.0504	0.0491	0.0488	0.0514	0.0495	0.0508	0.0501	0.0487	0.0494	0.0501	seq_45132_44
0.0502	0.0512	0.0501	0.0496	0.0485	0.0474	0.0481	0.0478	0.0494	0.0495	0.05	0.0484	0.0508	0.0514	0.0525	0.0508	0.0522	0.0513	0.0503	0.0502	seq_45132_46
0.0528	0.0493	0.0497	0.0495	0.0492	0.0497	0.0491	0.0495	0.0489	0.0485	0.0496	0.048	0.0501	0.0526	0.0507	0.0508	0.0522	0.0502	0.0504	0.0494	seq_45132_45
0.0506	0.0494	0.0496	0.05	0.0506	0.0504	0.0498	0.0492	0.0508	0.0503	0.0496	0.0504	0.0504	0.0497	0.0494	0.0502	0.0512	0.0489	0.0494	0.0502	seq_45132_47
0.0514	0.0493	0.0508	0.0508	0.0493	0.0498	0.0498	0.0506	0.0493	0.0487	0.0493	0.048	0.0506	0.0524	0.0515	0.0507	0.0497	0.0503	0.0488	0.049	seq_45132_48
0.0508	0.0512	0.0511	0.0492	0.0482	0.0497	0.0489	0.0502	0.0506	0.0483	0.0492	0.0475	0.0458	0.0513	0.0524	0.0517	0.0531	0.0501	0.051	0.0499	seq_45132_50
0.0513	0.0494	0.0476	0.0529	0.0501	0.0507	0.0501	0.0496	0.0486	0.0486	0.0482	0.0501	0.0513	0.051	0.0505	0.0494	0.0514	0.0491	0.0495	0.0506	seq_45132_49
0.051	0.0493	0.0496	0.0497	0.0504	0.0503	0.049	0.0496	0.0513	0.0493	0.0496	0.0503	0.0501	0.0501	0.0498	0.0504	0.051	0.0492	0.0495	0.0505	seq_45132_51
0.0524	0.0509	0.051	0.0486	0.0504	0.0501	0.0486	0.0507	0.0493	0.0485	0.0509	0.0513	0.0497	0.0466	0.0521	0.0509	0.0478	0.0503	0.0511	0.0486	seq_45132_52
0.0503	0.0502	0.0496	0.049	0.0499	0.0503	0.0485	0.0494	0.0507	0.0499	0.05	0.0505	0.05	0.0502	0.05	0.0515	0.0511	0.0486	0.0505	0.0499	seq_45132_54
0.0479	0.0495	0.0499	0.0493	0.0494	0.0503	0.0507	0.0494	0.0505	0.0499	0.0499	0.0508	0.0503	0.0494	0.0515	0.0519	0.051	0.0503	0.0495	0.0485	seq_45132_53
0.0506	0.0495	0.0508	0.0511	0.0506	0.0498	0.0503	0.0496	0.0494	0.0499	0.0496	0.0483	0.0502	0.0511	0.0495	0.0511	0.0496	0.05	0.0492	0.0499	seq_45132_55
0.0516	0.0499	0.0506	0.0506	0.0498	0.0495	0.0501	0.0499	0.0501	0.0496	0.0498	0.048	0.0506	0.0509	0.0504	0.0509	0.0489	0.0499	0.0489	0.0501	seq_45132_56
0.0528	0.0495	0.0497	0.0485	0.049	0.0496	0.0505	0.0484	0.0506	0.049	0.0496	0.0494	0.0502	0.0515	0.0527	0.0501	0.0507	0.0489	0.0502	0.0491	seq_45132_59
0.0514	0.0498	0.0496	0.0504	0.0496	0.0487	0.0491	0.0496	0.0493	0.0505	0.0503	0.0499	0.0505	0.0506	0.051	0.0505	0.0503	0.0489	0.0497	0.0501	seq_45132_58
0.0517	0.0496	0.0494	0.0494	0.0488	0.0495	0.049	0.0501	0.0498	0.0497	0.0503	0.0504	0.0505	0.0506	0.0511	0.0504	0.0505	0.0487	0.0499	0.0505	seq_45132_57
0.0517	0.0494	0.0492	0.0492	0.049	0.0495	0.0493	0.0499	0.0499	0.0501	0.05	0.0504	0.0501	0.051	0.0512	0.0506	0.0504	0.0491	0.0499	0.0501	seq_45132_60
0.0518	0.0493	0.0493	0.0492	0.0488	0.0496	0.0494	0.0501	0.0496	0.0502	0.0499	0.0505	0.0502	0.0509	0.0511	0.0506	0.0506	0.049	0.0498	0.0501	seq_45132_61
0.0519	0.0496	0.0492	0.0485	0.0495	0.0498	0.0497	0.0493	0.0493	0.0503	0.0496	0.0498	0.0491	0.0522	0.0508	0.0509	0.05	0.0509	0.0495	0.0502	seq_45132_63
0.0512	0.0494	0.0492	0.0492	0.049	0.0495	0.0498	0.0503	0.0503	0.05	0.0505	0.0495	0.0493	0.0502	0.0511	0.0507	0.0505	0.0507	0.0508	0.0488	seq_45132_62
0.0517	0.0497	0.0497	0.0503	0.0493	0.0486	0.049	0.0493	0.0494	0.0499	0.0506	0.0506	0.0504	0.0507	0.0509	0.0507	0.0503	0.0496	0.0494	0.05	seq_45132_64
0.0507	0.0496	0.0498	0.0498	0.0494	0.0499	0.0494	0.0504	0.0491	0.0505	0.0497	0.0503	0.0498	0.0505	0.0509	0.0508	0.0508	0.0496	0.0492	0.0498	seq_45132_69
0.0518	0.049	0.0497	0.0489	0.0497	0.0499	0.0493	0.0492	0.0495	0.05	0.0494	0.05	0.0491	0.052	0.0509	0.0504	0.0504	0.0514	0.0495	0.0499	seq_45132_65
0.0522	0.0494	0.0501	0.0505	0.0484	0.0497	0.0489	0.0497	0.0495	0.0501	0.0503	0.0503	0.0494	0.0512	0.0508	0.051	0.0496	0.0492	0.05	0.0497	seq_45132_66
0.0522	0.0498	0.0504	0.0508	0.0485	0.0495	0.0491	0.0499	0.0496	0.05	0.0504	0.05	0.0497	0.0509	0.0506	0.0505	0.0504	0.0487	0.0492	0.0499	seq_45132_70
0.0511	0.0501	0.0494	0.0493	0.0497	0.05	0.05	0.0497	0.0498	0.0499	0.0496	0.0504	0.0497	0.05	0.0512	0.0496	0.0503	0.0497	0.0498	0.0507	seq_45132_67
0.0513	0.0495	0.0503	0.0502	0.0502	0.0498	0.0495	0.0497	0.0492	0.0492	0.0508	0.0504	0.05	0.0508	0.0503	0.0499	0.0507	0.05	0.0492	0.0489	seq_45132_68
0.0498	0.0504	0.05	0.0493	0.0496	0.0502	0.0493	0.0502	0.0502	0.05	0.0499	0.0492	0.0499	0.0494	0.0504	0.0502	0.0496	0.0509	0.0511	0.0504	seq_45132_71
0.052	0.0496	0.05	0.0503	0.0491	0.0498	0.049	0.0501	0.0498	0.0501	0.05	0.0503	0.0496	0.0509	0.0512	0.0504	0.0498	0.049	0.0499	0.0493	seq_45132_72
0.052	0.0497	0.0501	0.0503	0.0491	0.0495	0.049	0.0501	0.0498	0.05	0.0499	0.0498	0.0499	0.0508	0.051	0.0507	0.05	0.0491	0.05	0.0493	seq_45132_73
0.0515	0.0496	0.0498	0.0498	0.0503	0.0491	0.0491	0.0502	0.0493	0.0496	0.0494	0.0495	0.0498	0.0508	0.0518	0.0494	0.0502	0.0505	0.05	0.0504	seq_45132_76
0.0533	0.0493	0.047	0.0504	0.0481	0.0501	0.0499	0.0461	0.0522	0.055	0.0445	0.0497	0.0475	0.0523	0.0534	0.0482	0.0522	0.0512	0.0475	0.052	seq_45132_75
0.0516	0.0493	0.0501	0.0499	0.0513	0.0491	0.0491	0.0486	0.0503	0.0494	0.0501	0.0478	0.0496	0.0522	0.0493	0.0515	0.0515	0.0504	0.0499	0.0492	seq_45132_74
0.0508	0.0488	0.0489	0.0497	0.0499	0.0499	0.0504	0.0502	0.0498	0.0485	0.0499	0.0497	0.0492	0.0517	0.0512	0.0522	0.0508	0.0507	0.0494	0.0484	seq_45132_77
0.05	0.0498	0.0499	0.05	0.0501	0.0499	0.0499	0.0497	0.0497	0.0501	0.0497	0.0508	0.0496	0.0507	0.0495	0.0506	0.0502	0.0489	0.0504	0.0506	seq_45132_78
0.052	0.0498	0.0501	0.0505	0.0493	0.0495	0.0489	0.0501	0.0499	0.05	0.0499	0.0502	0.0498	0.0506	0.0508	0.0509	0.0498	0.049	0.0498	0.0492	seq_45132_79
0.0527	0.0497	0.05	0.0506	0.0487	0.0493	0.0491	0.0495	0.0497	0.0498	0.0501	0.0505	0.0495	0.051	0.0503	0.0509	0.0496	0.0492	0.0499	0.0499	seq_45132_80
0.0514	0.051	0.0491	0.0508	0.0478	0.0514	0.0494	0.0486	0.0482	0.0497	0.0499	0.0498	0.0495	0.0509	0.0505	0.0496	0.0495	0.0502	0.0512	0.0514	seq_45132_81
0.0524	0.0498	0.0504	0.0502	0.0485	0.0497	0.049	0.0498	0.0499	0.0496	0.0501	0.0501	0.0498	0.0511	0.0507	0.0504	0.0499	0.0491	0.05	0.0497	seq_45132_82
0.0499	0.05	0.0497	0.0499	0.0502	0.0493	0.0488	0.0496	0.0499	0.05	0.0506	0.0521	0.0494	0.0494	0.0508	0.0503	0.0493	0.05	0.0508	0.0501	seq_45132_85
0.0508	0.0493	0.0506	0.0506	0.051	0.0507	0.05	0.0502	0.0507	0.0495	0.0497	0.0478	0.0505	0.0511	0.05	0.0509	0.0491	0.0506	0.0486	0.0484	seq_45132_83
0.0511	0.0491	0.0493	0.0496	0.0498	0.0498	0.0498	0.0498	0.0499	0.0495	0.0503	0.0483	0.0497	0.0501	0.0515	0.0497	0.0515	0.0506	0.0508	0.05	seq_45132_84
0.0527	0.0503	0.049	0.0503	0.0495	0.0495	0.0506	0.051	0.0495	0.0508	0.0494	0.0487	0.0493	0.0493	0.0503	0.0509	0.0505	0.0496	0.0495	0.049	seq_45132_86
0.0511	0.0503	0.05	0.0498	0.0491	0.049	0.0496	0.0494	0.049	0.0505	0.0505	0.0504	0.0499	0.0504	0.0518	0.0506	0.0496	0.0496	0.0494	0.05	seq_45132_88
0.0502	0.0492	0.0501	0.0496	0.0488	0.0482	0.0491	0.048	0.0496	0.0502	0.0507	0.0474	0.052	0.0533	0.052	0.052	0.0509	0.0501	0.0487	0.0499	seq_45132_87
0.0515	0.05	0.0497	0.0496	0.0488	0.0494	0.05	0.0501	0.049	0.0504	0.05	0.0502	0.05	0.0503	0.0502	0.0509	0.0496	0.0499	0.0498	0.0504	seq_45132_90
0.0521	0.0493	0.0499	0.0505	0.0488	0.0497	0.0483	0.0501	0.05	0.0502	0.0503	0.0504	0.0496	0.051	0.051	0.0503	0.0499	0.049	0.0495	0.0501	seq_45132_89
0.0492	0.0521	0.0512	0.049	0.047	0.0494	0.0502	0.0504	0.0493	0.0487	0.0495	0.0515	0.0494	0.0548	0.0527	0.0485	0.0478	0.0475	0.0502	0.0518	seq_45132_92
0.0556	0.0503	0.0486	0.0495	0.0495	0.0488	0.0518	0.0463	0.0515	0.0472	0.0485	0.0451	0.0494	0.0541	0.0499	0.0526	0.052	0.0504	0.0503	0.0485	seq_45132_91
0.051	0.0497	0.0507	0.049	0.0515	0.0487	0.0489	0.0496	0.051	0.0497	0.0499	0.0511	0.0509	0.0506	0.0493	0.0499	0.0495	0.0501	0.0491	0.0498	seq_45132_93
0.0508	0.0491	0.0514	0.0491	0.0524	0.0513	0.0494	0.051	0.0502	0.0441	0.0497	0.0528	0.0508	0.0489	0.054	0.0533	0.0495	0.0519	0.0487	0.0416	seq_45132_94
0.0554	0.0471	0.0489	0.0476	0.0474	0.0521	0.0483	0.0458	0.0523	0.0525	0.0472	0.0501	0.0486	0.049	0.0542	0.0489	0.0532	0.0513	0.0462	0.0538	seq_45132_95
0.0519	0.0488	0.0496	0.0495	0.0499	0.0495	0.0496	0.0497	0.0497	0.0499	0.0495	0.049	0.0497	0.0514	0.0515	0.0505	0.0511	0.0499	0.0502	0.0493	seq_45132_96
0.0515	0.0506	0.0491	0.0498	0.0485	0.0495	0.0499	0.0495	0.0505	0.0492	0.0493	0.0478	0.0506	0.0505	0.0509	0.0506	0.05	0.051	0.0502	0.0507	seq_45132_98
0.051	0.0496	0.0505	0.0491	0.0495	0.0497	0.0502	0.0493	0.051	0.0495	0.0492	0.0502	0.0494	0.0508	0.0499	0.0506	0.0496	0.0491	0.0509	0.0508	seq_45132_97
0.0512	0.0492	0.0496	0.0491	0.0506	0.0499	0.0497	0.0503	0.0488	0.0496	0.0501	0.0498	0.0498	0.0508	0.0508	0.0508	0.0501	0.0503	0.0499	0.0495	seq_45132_100
0.0533	0.0498	0.0512	0.0496	0.0496	0.0492	0.0489	0.0489	0.0492	0.0486	0.0496	0.0469	0.0501	0.0517	0.0514	0.0504	0.0515	0.0508	0.0492	0.0503	seq_45132_101
0.0504	0.0498	0.0492	0.0493	0.0501	0.0492	0.0493	0.0505	0.0499	0.0497	0.0505	0.0529	0.05	0.0498	0.0491	0.0507	0.0514	0.0497	0.0487	0.0496	seq_45132_102
0.0517	0.0498	0.0497	0.0499	0.0494	0.0489	0.0491	0.0494	0.049	0.0501	0.0506	0.0502	0.0502	0.0504	0.0516	0.0507	0.05	0.0495	0.0492	0.0504	seq_45132_99
0.051	0.0504	0.0498	0.05	0.0498	0.0496	0.0498	0.0498	0.0497	0.0498	0.0501	0.0502	0.0498	0.0506	0.0503	0.0491	0.0504	0.0497	0.0496	0.0505	seq_45132_103
0.0507	0.0496	0.05	0.0494	0.0498	0.0495	0.0502	0.0497	0.05	0.0498	0.0499	0.0519	0.0495	0.0502	0.0494	0.0503	0.0505	0.0499	0.0499	0.0499	seq_45132_104
0.0503	0.0484	0.0512	0.049	0.0549	0.0528	0.0499	0.052	0.0487	0.0411	0.0488	0.0542	0.0511	0.049	0.056	0.0543	0.0496	0.0532	0.0482	0.0373	seq_45132_105
0.051	0.05	0.0501	0.0496	0.0499	0.0493	0.0488	0.0502	0.0498	0.0497	0.0497	0.0498	0.0495	0.051	0.051	0.051	0.0501	0.0511	0.0493	0.0492	seq_45132_106
0.0501	0.0489	0.0498	0.049	0.0491	0.0493	0.0495	0.0507	0.0497	0.0504	0.0498	0.0488	0.0497	0.0516	0.051	0.0508	0.0509	0.0507	0.0509	0.0495	seq_45132_107
0.0509	0.0502	0.0494	0.0499	0.0504	0.0492	0.0495	0.051	0.0499	0.0495	0.0496	0.0525	0.0502	0.0491	0.0487	0.0506	0.0507	0.0487	0.0498	0.0503	seq_45132_108
0.0496	0.0493	0.0489	0.0518	0.0513	0.051	0.0492	0.0501	0.051	0.05	0.0499	0.0471	0.0505	0.0495	0.0503	0.051	0.0496	0.0506	0.0493	0.0498	seq_45132_110
0.0523	0.0501	0.0499	0.0491	0.0494	0.049	0.0499	0.0486	0.0508	0.0493	0.0494	0.0496	0.0482	0.0516	0.0498	0.0514	0.0503	0.0505	0.0501	0.0507	seq_45132_109
0.0517	0.0497	0.0502	0.0499	0.0484	0.0499	0.0492	0.0499	0.049	0.0508	0.0506	0.0501	0.0492	0.0516	0.0507	0.0507	0.0501	0.0492	0.0498	0.0494	seq_45132_112
0.0515	0.0493	0.0506	0.0501	0.051	0.05	0.0495	0.0503	0.0497	0.05	0.0501	0.0478	0.0499	0.0518	0.0484	0.0505	0.0493	0.0509	0.049	0.0503	seq_45132_111
0.0515	0.0502	0.05	0.0505	0.0484	0.0492	0.049	0.0493	0.0498	0.0499	0.0505	0.051	0.0502	0.0507	0.051	0.0502	0.0497	0.0495	0.0498	0.0497	seq_45132_114
0.0522	0.0507	0.0496	0.0502	0.0497	0.0502	0.0486	0.0498	0.0489	0.0492	0.0502	0.0509	0.0494	0.0505	0.0503	0.0496	0.0506	0.0495	0.0504	0.0495	seq_45132_113
0.0521	0.0499	0.0499	0.0506	0.0503	0.0495	0.0493	0.0492	0.0486	0.0496	0.0492	0.0483	0.0495	0.0522	0.0512	0.0513	0.0503	0.0502	0.0488	0.0501	seq_45132_117
0.0521	0.0488	0.0499	0.0496	0.0508	0.0499	0.0489	0.0495	0.0494	0.0482	0.0504	0.0503	0.0492	0.0514	0.0522	0.0515	0.0491	0.0509	0.0495	0.0484	seq_45132_115
0.0498	0.0512	0.0509	0.0514	0.0483	0.0476	0.0508	0.0495	0.0499	0.0484	0.0513	0.049	0.0489	0.051	0.0522	0.0496	0.0501	0.0494	0.0496	0.0514	seq_45132_116
0.0525	0.0499	0.0501	0.0505	0.0488	0.0497	0.0495	0.0492	0.0499	0.0498	0.0499	0.0501	0.0495	0.0503	0.0504	0.0509	0.0502	0.0489	0.05	0.0498	seq_45132_118
0.0514	0.0496	0.0496	0.0502	0.0492	0.0486	0.0483	0.0498	0.0496	0.0506	0.0508	0.0505	0.0506	0.0507	0.051	0.0504	0.0499	0.0494	0.0497	0.0501	seq_45132_121
0.0524	0.0496	0.0503	0.0507	0.0488	0.0496	0.0497	0.0492	0.0498	0.05	0.0497	0.0501	0.0495	0.0503	0.0503	0.0509	0.0503	0.049	0.0502	0.0497	seq_45132_119
0.0513	0.0498	0.0496	0.0501	0.0492	0.0485	0.0482	0.0499	0.0496	0.0505	0.0509	0.0505	0.0505	0.0509	0.0511	0.0504	0.0499	0.0496	0.0496	0.05	seq_45132_120
0.0499	0.0492	0.0499	0.0497	0.0503	0.0496	0.0504	0.0502	0.05	0.049	0.0506	0.0507	0.0501	0.0498	0.0493	0.0508	0.0513	0.0501	0.0497	0.0496	seq_45132_123
0.0509	0.0509	0.0498	0.0503	0.0491	0.0503	0.0501	0.0497	0.0495	0.0501	0.049	0.0502	0.05	0.0504	0.0506	0.0506	0.0498	0.049	0.05	0.0498	seq_45132_122
0.0529	0.0489	0.0498	0.0486	0.0498	0.0489	0.0494	0.0495	0.0491	0.0492	0.0495	0.0492	0.0499	0.0514	0.0517	0.0501	0.0506	0.0502	0.0506	0.0506	seq_45132_125
0.0538	0.05	0.05	0.0485	0.0498	0.0484	0.0498	0.0506	0.0511	0.0502	0.0494	0.0481	0.0475	0.0539	0.0509	0.0513	0.0477	0.0504	0.048	0.0506	seq_45132_124
0.0517	0.0504	0.0508	0.0489	0.0506	0.0497	0.0489	0.0492	0.0499	0.0496	0.0491	0.0465	0.0505	0.0506	0.051	0.0506	0.05	0.0515	0.0498	0.0507	seq_45132_127
0.0492	0.0485	0.0519	0.0515	0.0522	0.0498	0.0496	0.0474	0.0474	0.0467	0.0495	0.0478	0.0504	0.0518	0.0518	0.0524	0.0534	0.0522	0.0475	0.049	seq_45132_126
